Id	CharacterId	SkillIds[1]	SkillIds[2]	SkillIds[3]	SkillIds[4]	SkillIds[5]	SkillIds[6]	SkillIds[7]	SkillIds[8]	AttrTypes[1]	AttrTypes[2]	AttrTypes[3]	AttrTypes[4]	AttrTypes[5]	ShowSkills[1]	ShowSkills[2]	ShowSkills[3]	AttrPacks[1]	AttrPacks[2]	AttrPacks[3]	AttrPacks[4]	AttrPacks[5]	AttrPacks[6]	AttrPacks[7]	AttrPacks[8]	AttrPackNums[1]	AttrPackNums[2]	AttrPackNums[3]	AttrPackNums[4]	AttrPackNums[5]	AttrPackNums[6]	AttrPackNums[7]	AttrPackNums[8]	DlcAttrGroup	BuildTags[1]	BuildTags[2]	SaveTags[1]	SupportDesc	Score
10143	2	10265061	10261072	10261111	10261051	10264021	10262041	10262071	10262062	510	16272	144	326	295				1025203	1025207	1025211	1025217	1025221	1025227			1	1	1	1	1	1			1025	24	18			0
10144	2	10261031	10262061	10261042	10261022	10264011	10261051	10262082		493	14398	112	568	599				1025211	1025213	1025223	1025227	1025407	1025409	1025413		1	1	1	1	1	1	1		1025	24	20			0
10145	2	10261063	10261052	10261073	10261022	10263011	10262042	10262093	10262101	501	17347	100	633	455				1025203	1025209	1025217						1	1	1						1025	23	20			0
10146	2	10265021	10265101	10265062	10265092	10263021	10262011	10262112	10262071	456	15631	138	512	422				1025209	1025213	1025215	1025217	1025221	1025225	1025403	1025409	1	1	1	1	1	1	1	1	1025	23	14			0
10147	2	10261013	10261051	10261072	10261043	10262122	10263021	10262011	10262052	587	17512	126	229	200				1025223	1025403	1025407	1025411	1025413				1	1	1	1	1				1025	23	14			0
10148	2	10261013	10261062	10261032	10261051	10263011	10262012	10262051	10262091	548	16600	114	498	307				1025201	1025211	1025217	1025403	1025411	1025413			1	1	1	1	1	1			1025	23	14			0
10149	2	10261051	10261021	10261062	10261082	10263011	10262011	10262061	10262071	542	14605	147	374	424				1025211	1025213	1025215	1025219	1025225	1025401	1025403	1025409	1	1	1	1	1	1	1	1	1025	23	20			0
10150	3	10251021	10251042	10252071	10253011	10251122	10251032	10252062	10252112	465	15067	125	636	736				1025209	1025211	1025213	1025225	1025303				1	1	1	1	1				1025	23	13			0
10151	3	10251053	10251021	10255042	10253011	10252013	10251043	10252063	10252041	483	14196	141	487	536				1025207	1025209	1025225	1025301	1025309				1	1	1	1	1				1025	23	12			0
10152	3	10251051	10251122	10251042	10251102	10252112	10254021	10252022	10252041	468	14672	124	480	524				1025205	1025209	1025225	1025227	1025309	1025313			1	1	1	1	1	1			1025	24	12			0
10153	3	10255052	10252021	10251033	10251041	10253021	10252063	10251053	10252031	547	17488	102	400	355				1025221	1025301	1025307	1025309					1	1	1	1					1025	23	12			0
10154	3	10251063	10251032	10251053	10251043	10252061	10253021	10252022	10252031	536	13734	110	541	580				1025219	1025225	1025301	1025309	1025311				1	1	1	1	1				1025	23	12			0
10200	2	10261072	10261032	10261021	10262022	10263011	10265052	10262041	10262062	451	12292	104	482	457				1025211								1								1025	23	20			0
10201	2	10263011	10261092	10261062	10261102	10262121	10262052	10262042	10261122	505	9152	108	487	492																				1025	23	20			0
10202	2	10261041	10261113	10261081	10261102	10262082	10263011	10262071	10262061	444	13574	105	362	344				1025203	1025211							1	1							1025	23	18			0
10203	2	10261042	10263011	10262022	10261052	10261071	10262062	10261123	10262072	523	9173	126	512	536																				1025	23	20			0
10204	2	10263011	10262032	10262022	10261073	10261011	10261122	10262042	10261022	451	9189	124	599	599				1025225	1025409	1025413						1	1	1						1025	23	20			0
10205	2	10262092	10261083	10262122	10261021	10262062	10263021	10261041	10261031	519	10674	100	545	545				1025217	1025223	1025401						1	1	1						1025	23	20			0
10206	2	10265052	10265092	10265022	10261042	10263021	10262091	10262072	10262132	526	13234	105	240	236																				1025	23	20			0
10207	2	10261123	10262112	10261063	10261031	10263021	10261101	10262041	10262121	522	9272	107	627	571																				1025	23	14			0
10208	2	10261082	10261052	10261013	10261032	10263021	10262123	10262111	10262052	474	12772	105	303	322																				1025	23	14			0
10209	2	10261121	10261032	10261021	10261062	10263021	10262012	10262022	10262053	534	9823	122	437	466																				1025	23	14			0
10210	2	10261052	10261061	10261071	10261023	10264011	10262081	10262021	10262042	432	13125	100	254	267				1025201	1025213	1025409						1	1	1						1025	24	20			0
10211	2	10261082	10261091	10262052	10264011	10261072	10262102	10262132	10261022	507	9086	123	595	641				1025211	1025213	1025225	1025413					1	1	1	1					1025	24	20			0
10212	2	10265052	10261082	10265072	10264011	10262102	10262132	10262072		538	9544	104	472	488																				1025	24	20			0
10213	2	10261022	10261042	10265102	10264011	10261082	10262032	10262111	10262101	428	11683	116	471	555																				1025	24	20			0
10214	2	10261022	10261043	10261063	10262032	10264011	10261011	10262043	10262092	429	13920	100	246	276																				1025	24	20			0
10215	2	10261042	10261102	10261052	10265102	10264021	10262111	10262052	10262031	435	9754	104	626	630				1025201	1025209	1025215	1025401					1	1	1	1					1025	24	18			0
10216	2	10261072	10261013	10261062	10261053	10262051	10264021	10262112	10262072	507	12498	101	327	336				1025203	1025405	1025407						1	1	1						1025	24	14			0
10217	2	10261031	10261112	10261103	10261043	10262102	10262081	10264021	10262041	417	12645	115	368	373																				1025	24	18			0
10218	2	10261032	10261062	10265082	10265092	10264021	10262041	10262051	10262132	445	9520	100	610	584				1025201	1025209	1025401	1025405	1025411				1	1	1	1	1				1025	24	18			0
10219	2	10265051	10265062	10265022	10265011	10264021	10262081	10262072	10262101	402	13097	127	283	346				1025217	1025221	1025227	1025405	1025409				1	1	1	1	1				1025	24	18			0
10220	3	10255052	10255042	10255072	10255012	10253011	10252061	10252102	10252051	497	10828	100	479	513				1025223	1025225							1	1							1025	23	12			0
10221	3	10255111	10255051	10251071	10255072	10253011	10252111	10252072	10252082	510	10572	107	477	453																				1025	23	12			0
10222	3	10255051	10253011	10255111	10255061					473	13122	120	248	217																				1025	23	12			0
10223	3	10255051	10251041	10251031	10253011	10255101	10252131			540	9641	103	457	503																				1025	23	12			0
10224	3	10255052	10255111	10255102	10251021	10253011	10252081	10252032	10252111	425	10196	104	586	611																				1025	23	13			0
10225	3	10255051	10253021	10255111						445	9636	127	575	523																				1025	23	12			0
10226	3	10255052	10255071	10255111	10255081	10253021	10252101	10252042	10252111	451	12292	129	482	457																				1025	23	16			0
10227	3	10251092	10251011	10252092	10251032	10252112	10252052	10253021	10251023	505	9152	122	487	492				1025215	1025223	1025225	1025307					1	1	1	1					1025	23	16			0
10228	3	10255051	10251031	10251011	10255041	10253021	10252051	10252061	10252011	444	13574	125	362	344				1025209								1								1025	23	12			0
10229	3	10255051	10255032	10255012	10255061	10253021	10252061	10252031	10252111	523	9173	100	512	536				1025203	1025221	1025225	1025307					1	1	1	1					1025	23	12			0
10230	3	10251012	10251052	10251042	10252022	10255051	10254011	10252032	10252062	451	9189	113	599	599																				1025	24	12			0
10231	3	10255053	10251031	10254011	10251043	10252073	10252012	10251012	10252032	519	10674	129	545	545				1025219	1025227							1	1							1025	24	12			0
10232	3	10252051	10251111	10254011	10251011	10251061	10252121	10251081		526	13234	113	240	236																				1025	24	16			0
10233	3	10255052	10255031	10255081	10255101	10252031	10254011	10252111		522	9272	104	627	571				1025201	1025205	1025211	1025215	1025223	1025225	1025301		1	1	1	1	1	1	1		1025	24	12			0
10234	3	10252071	10251012	10252011	10252022	10254011	10251042	10251031	10251081	474	12772	100	303	322																				1025	24	12			0
10235	3	10255051	10255061	10251091	10252021	10251111	10254021	10252101	10252121	534	9823	100	437	466																				1025	24	16			0
10236	3	10251081	10252071	10254021	10255041	10251022	10251012			432	13125	108	254	267																				1025	24	13			0
10237	3	10251112	10251021	10251012	10254021	10251102	10252102	10252131	10252042	507	9086	100	595	641																				1025	24	13			0
10238	3	10255051	10255102	10255021	10251061	10254021	10252031			538	9544	109	472	488																				1025	24	12			0
10239	3	10255051	10251121	10255012	10254021	10251111	10252061	10252101		428	11683	100	471	555																				1025	24	12			0
10240	2	10265051	10265061	10261052	10261081	10263021	10262021	10262092	10262112	429	13920	111	246	276																				1025	23	20			0
10241	2	10261021	10261032	10261101	10261122	10262102	10263011	10262081	10262052	435	9754	108	626	630																				1025	23	18			0
10242	2	10265051	10265111	10265061	10265081	10263021	10262072	10262102	10262122	507	12498	100	327	336																				1025	23	18			0
10243	2	10261022	10264021	10261081	10261073	10262022	10262042	10261061	10262091	417	12645	127	368	373																				1025	24	20			0
10244	2	10261113	10261092	10261101	10263011	10261012	10262132	10262092	10262051	445	9520	115	610	584				1025219	1025221	1025407	1025413					1	1	1	1					1025	23	25			0
10245	3	10255111	10251121	10251031	10251022	10252051	10252091	10252121	10254021	402	13097	108	283	346																				1025	24	16			0
10246	3	10251041	10251011	10251051	10251021	10252011	10253011	10252062		497	10828	108	479	513				1025203	1025215	1025219	1025303					1	1	1	1					1025	23	12			0
10247	3	10255051	10255092	10251042	10255082	10252051	10254011	10252091		510	10572	121	477	453																				1025	24	12			0
10248	3	10255052	10251011	10255073	10251021	10254021				473	13122	100	248	217																				1025	24	13			0
10249	3	10255052	10251051	10252021	10254011	10255082	10251031			540	9641	120	457	503																				1025	24	12			0
10300	2	10265051	10265042	10265081	10265102	10264021	10262041	10262092	10262032	355	7722	104	261	286																				1025	24	20			0
10301	2	10265051	10265071	10265041	10265102	10264021	10262112	10262011	10262052	382	7331	126	190	190																				1025	24	14			0
10302	2	10265051	10264011	10262101	10261091	10265071	10261111	10262071		238	6942	124	304	356																				1025	24	20			0
10303	2	10265052	10264011	10265081	10262101	10261061	10261031	10262061	10262111	393	7339	105	285	204																				1025	24	20			0
10304	2	10265051	10265071	10265011	10265041	10263011	10262082	10262021	10262051	344	6441	107	372	394																				1025	23	20			0
10305	3	10255051	10255041	10252071						239	6902	116	392	403																				1025	12	13			0
10306	3	10255051	10255031	10252071						325	6926	104	395	318																				1025	12	25			0
10307	3	10255051	10255111	10252031						335	7524	101	254	252																				1025	12	13			0
10308	3	10255051	10255071	10252031						375	6940	115	222	281																				1025	12	13			0
10309	3	10255051	10255101	10252071						384	6993	113	286	217																				1025	12	25			0
