Id	SkillKey	Name	Desc	ShortDesc	DescParams[1]	DescParams[2]	DescParams[3]	DescParams[4]	DescParams[5]	DescParams[6]	Icon	ComboList[1]	ComboList[2]	ComboList[3]	ComboList[4]	BuildTags[1]	BuildTags[2]	Level	Magics[1]	Type	SaveScore	Character	BuyPrice	SellPrice	CostTL	CSMag	TLDam	Quality	KeyWordIds[1]	KeyWordIds[2]	KeyWordIds[3]	IsOutPool	IsOutWiki	WikiPriority
10255081	1025508	Relentless	This skill's DMG multiplier increases by {1} for every {0} White skills used.	Deals DMG. This Skill's DMG increases for each White Skill used.	1	10%					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon71.png	1025508						1	10255080	1	1000	3	10	5	20	7000	1	1					0	0
10255082	1025508	Relentless	This skill's DMG multiplier increases by {1} for every {0} White skills used.	Deals DMG. This Skill's DMG increases for each White Skill used.	1	10%					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon71.png	1025508						2	10255080	1	1500	3	20	10	20	9000	1	1					0	0
10255083	1025508	Relentless	This skill's DMG multiplier increases by {1} for every {0} White skills used.	Deals DMG. This Skill's DMG increases for each White Skill used.	1	10%					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon71.png	1025508						3	10255080	1	2000	3	40	20	20	11000	1	1					0	0
10255091	1025509	Focused Intent	Gains {0} of the <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> cost of the next skill used.	Deals DMG and gains some of the <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color> cost of the next skill used.	20%						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon08.png	1025509						1	10255090	1	1000	3	10	5	20	8000	1	1					0	0
10255092	1025509	Focused Intent	Gains {0} of the <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> cost of the next skill used.	Deals DMG and gains some of the <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color> cost of the next skill used.	20%						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon08.png	1025509						2	10255090	1	1500	3	20	10	20	10000	1	1					0	0
10255093	1025509	Focused Intent	Gains {0} of the <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> cost of the next skill used.	Deals DMG and gains some of the <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color> cost of the next skill used.	20%						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon08.png	1025509						3	10255090	1	2000	3	40	20	20	12500	1	1					0	0
10255101	1025510	Reaving Outburst	Reduces enemy's <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> by {0}.	Deals DMG and reduces enemy's <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color>.	10						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon70.png	1025510						1	10255100	1	1000	3	10	5	20	6000	1	1					0	0
10255102	1025510	Reaving Outburst	Reduces enemy's <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> by {0}.	Deals DMG and reduces enemy's <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color>.	10						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon70.png	1025510						2	10255100	1	1500	3	20	10	20	7500	1	1					0	0
10255103	1025510	Reaving Outburst	Reduces enemy's <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> by {0}.	Deals DMG and reduces enemy's <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color>.	10						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon70.png	1025510						3	10255100	1	2000	3	40	20	20	9500	1	1					0	0
10255111	1025511	Honed Edge	Increases <color=#516797><Icon=IconOverClock|30|30|0.5/>Hypersequence</color> by {0}.	Deals DMG and restores <color=#516797><Icon=IconOverClockBlack|30|30|0.5/>Hypersequence</color>.	10						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon74.png	1025511						1	10255110	1	1000	3	10	5	20	8000	1	1					0	0
10255112	1025511	Honed Edge	Increases <color=#516797><Icon=IconOverClock|30|30|0.5/>Hypersequence</color> by {0}.	Deals DMG and restores <color=#516797><Icon=IconOverClockBlack|30|30|0.5/>Hypersequence</color>.	10						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon74.png	1025511						2	10255110	1	1500	3	20	10	20	10000	1	1					0	0
10255113	1025511	Honed Edge	Increases <color=#516797><Icon=IconOverClock|30|30|0.5/>Hypersequence</color> by {0}.	Deals DMG and restores <color=#516797><Icon=IconOverClockBlack|30|30|0.5/>Hypersequence</color>.	10						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon74.png	1025511						3	10255110	1	2000	3	40	20	20	12500	1	1					0	0
10255121	1025512	Basic Attack	Deals DMG.	Damage Dealt							Assets/Product/Texture/Image/UiTheatre6/UiTheatre6FightSkillEmptyBg.png	1025512						1		1	1000	3	10	5	20	10000	1	1				1	0	0
10255131	1025513	Basic Attack	Deals DMG.	Damage Dealt							Assets/Product/Texture/Image/UiTheatre6/UiTheatre6FightSkillEmptyBg.png	1025513						1		1	1000	3	10	5	20	10000	1	1				1	0	0
10255141	1025514	Basic Attack	Deals DMG.	Damage Dealt							Assets/Product/Texture/Image/UiTheatre6/UiTheatre6FightSkillEmptyBg.png	1025514						1		1	1000	3	10	5	20	10000	1	1				1	0	0
10255151	1025515	Basic Attack	Deals DMG.	Damage Dealt							Assets/Product/Texture/Image/UiTheatre6/UiTheatre6FightSkillEmptyBg.png	1025515						1		1	1000	3	10	5	20	10000	1	1				1	0	0
10261011	1026101	Swift Gale	When using this skill for the first {0} times, inflicts <color=#487F3B><Icon=IconHitDown|30|30|0.5/>Knockdown</color>, and DMG multiplier increases by {1}.	Deals DMG and inflicts <color=#487F3B><Icon=IconHitDownBlack|30|30|0.5/>Knockdown</color>.	2	80%					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon35.png	1026191	1026192	1026193		14		1	10261010	1	2000	2	20	10	25	16000	1	2					0	0
10261012	1026101	Swift Gale	When using this skill for the first {0} times, inflicts <color=#487F3B><Icon=IconHitDown|30|30|0.5/>Knockdown</color>, and DMG multiplier increases by {1}.	Deals DMG and inflicts <color=#487F3B><Icon=IconHitDownBlack|30|30|0.5/>Knockdown</color>.	2	80%					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon35.png	1026191	1026192	1026193		14		2	10261010	1	3000	2	40	20	25	18000	1	2					0	0
10261013	1026101	Swift Gale	When using this skill for the first {0} times, inflicts <color=#487F3B><Icon=IconHitDown|30|30|0.5/>Knockdown</color>, and DMG multiplier increases by {1}.	Deals DMG and inflicts <color=#487F3B><Icon=IconHitDownBlack|30|30|0.5/>Knockdown</color>.	2	80%					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon35.png	1026191	1026192	1026193		14		3	10261010	1	4000	2	80	40	25	20000	1	2					0	0
10261021	1026102	Savage Blade	Gains {0} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color>.\n\nWhile in <color=#9F3232><Icon=IconAngry|30|30|0.5/>Berserk</color>, consumes {1} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color> and increases DMG multiplier by {2}.	Deals DMG and gains <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color>. While <color=#9F3232><Icon=IconAngryBlack|30|30|0.5/>Berserk</color> is active, consumes <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color>.	10	30	80%				Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon36.png	1026194	1026195	1026196		20		1	10261020	1	2000	2	20	10	20	16000	1	2	19				0	0
10261022	1026102	Savage Blade	Gains {0} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color>.\n\nWhile in <color=#9F3232><Icon=IconAngry|30|30|0.5/>Berserk</color>, consumes {1} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color> and increases DMG multiplier by {2}.	Deals DMG and gains <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color>. While <color=#9F3232><Icon=IconAngryBlack|30|30|0.5/>Berserk</color> is active, consumes <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color>.	10	30	100%				Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon36.png	1026194	1026195	1026196		20		2	10261020	1	3000	2	40	20	20	18000	1	2	19				0	0
10261023	1026102	Savage Blade	Gains {0} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color>.\n\nWhile in <color=#9F3232><Icon=IconAngry|30|30|0.5/>Berserk</color>, consumes {1} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color> and increases DMG multiplier by {2}.	Deals DMG and gains <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color>. While <color=#9F3232><Icon=IconAngryBlack|30|30|0.5/>Berserk</color> is active, consumes <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color>.	10	30	120%				Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon36.png	1026194	1026195	1026196		20		3	10261020	1	4000	2	80	40	20	20000	1	2	19				0	0
10261031	1026103	Fury Ward	Consumes {0} <color=#516797><Icon=IconOverClock|30|30|0.5/>Hypersequence</color> to gain {1} stacks of <color=#516797><<Icon=IconBlock|30|30|0.5/>Block></color>.\n\nInflicts <color=#487F3B><Icon=IconHitDown|30|30|0.5/>Knockdown</color>.	Deals DMG and inflicts <color=#487F3B><Icon=IconHitDownBlack|30|30|0.5/>Knockdown</color>, then consumes <color=#516797><Icon=IconOverClockBlack|30|30|0.5/>Hypersequence</color> to gain <color=#516797><<Icon=IconBlockBlack|30|30|0.5/>Block</color>.	20	1					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon37.png	1026199				18	14	1	10261030	1	2000	2	20	10	25	18000	1	2					0	0
10261032	1026103	Fury Ward	Consumes {0} <color=#516797><Icon=IconOverClock|30|30|0.5/>Hypersequence</color> to gain {1} stacks of <color=#516797><<Icon=IconBlock|30|30|0.5/>Block></color>.\n\nInflicts <color=#487F3B><Icon=IconHitDown|30|30|0.5/>Knockdown</color>.	Deals DMG and inflicts <color=#487F3B><Icon=IconHitDownBlack|30|30|0.5/>Knockdown</color>, then consumes <color=#516797><Icon=IconOverClockBlack|30|30|0.5/>Hypersequence</color> to gain <color=#516797><<Icon=IconBlockBlack|30|30|0.5/>Block</color>.	20	1					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon37.png	1026199				18	14	2	10261030	1	3000	2	40	20	25	22000	1	2					0	0
10261033	1026103	Fury Ward	Consumes {0} <color=#516797><Icon=IconOverClock|30|30|0.5/>Hypersequence</color> to gain {1} stacks of <color=#516797><<Icon=IconBlock|30|30|0.5/>Block></color>.\n\nInflicts <color=#487F3B><Icon=IconHitDown|30|30|0.5/>Knockdown</color>.	Deals DMG and inflicts <color=#487F3B><Icon=IconHitDownBlack|30|30|0.5/>Knockdown</color>, then consumes <color=#516797><Icon=IconOverClockBlack|30|30|0.5/>Hypersequence</color> to gain <color=#516797><<Icon=IconBlockBlack|30|30|0.5/>Block</color>.	20	1					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon37.png	1026199				18	14	3	10261030	1	4000	2	80	40	25	28000	1	2					0	0
10261041	1026104	Apex Vanguard	While <color=#9F3232><Icon=IconAngry|30|30|0.5/>Berserk</color> is active, gains {0} stacks of <color=#516797><<Icon=IconBlock|30|30|0.5/>Block></color>.	Deals DMG. While <color=#9F3232><Icon=IconAngryBlack|30|30|0.5/>Berserk</color> is active, gains <color=#516797><<Icon=IconBlockBlack|30|30|0.5/>Block></color>.	1						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon34.png	1026197				20	18	1	10261040	1	2000	2	20	10	20	18000	1	2	19				0	0
10261042	1026104	Apex Vanguard	While <color=#9F3232><Icon=IconAngry|30|30|0.5/>Berserk</color> is active, gains {0} stacks of <color=#516797><<Icon=IconBlock|30|30|0.5/>Block></color>.	Deals DMG. While <color=#9F3232><Icon=IconAngryBlack|30|30|0.5/>Berserk</color> is active, gains <color=#516797><<Icon=IconBlockBlack|30|30|0.5/>Block></color>.	1						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon34.png	1026197				20	18	2	10261040	1	3000	2	40	20	20	22000	1	2	19				0	0
10261043	1026104	Apex Vanguard	While <color=#9F3232><Icon=IconAngry|30|30|0.5/>Berserk</color> is active, gains {0} stacks of <color=#516797><<Icon=IconBlock|30|30|0.5/>Block></color>.	Deals DMG. While <color=#9F3232><Icon=IconAngryBlack|30|30|0.5/>Berserk</color> is active, gains <color=#516797><<Icon=IconBlockBlack|30|30|0.5/>Block></color>.	1						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon34.png	1026197				20	18	3	10261040	1	4000	2	80	40	20	28000	1	2	19				0	0
10261051	1026105	Frostfall	While possessing <color=#516797><<Icon=IconBlock|30|30|0.5/>Block></color>, inflicts <color=#487F3B><Icon=IconHitDown|30|30|0.5/>Knockdown</color> and gains {0} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color>.	Deals DMG. While possessing <color=#516797><<Icon=IconBlockBlack|30|30|0.5/>Block></color>, inflicts <color=#487F3B><Icon=IconHitDownBlack|30|30|0.5/>Knockdown</color> and gains <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color>.	20						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon72.png	1026502				14	20	1	10261050	1	2000	2	20	10	20	14000	1	2	18	19			0	0
10261052	1026105	Frostfall	While possessing <color=#516797><<Icon=IconBlock|30|30|0.5/>Block></color>, inflicts <color=#487F3B><Icon=IconHitDown|30|30|0.5/>Knockdown</color> and gains {0} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color>.	Deals DMG. While possessing <color=#516797><<Icon=IconBlockBlack|30|30|0.5/>Block></color>, inflicts <color=#487F3B><Icon=IconHitDownBlack|30|30|0.5/>Knockdown</color> and gains <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color>.	20						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon72.png	1026502				14	20	2	10261050	1	3000	2	40	20	20	18000	1	2	18	19			0	0
10261053	1026105	Frostfall	While possessing <color=#516797><<Icon=IconBlock|30|30|0.5/>Block></color>, inflicts <color=#487F3B><Icon=IconHitDown|30|30|0.5/>Knockdown</color> and gains {0} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color>.	Deals DMG. While possessing <color=#516797><<Icon=IconBlockBlack|30|30|0.5/>Block></color>, inflicts <color=#487F3B><Icon=IconHitDownBlack|30|30|0.5/>Knockdown</color> and gains <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color>.	20						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon72.png	1026502				14	20	3	10261050	1	4000	2	80	40	20	23000	1	2	18	19			0	0
10261061	1026106	Frozen Edge	Gains {0} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color> if the previous skill inflicted <color=#487F3B><Icon=IconHitDown|30|30|0.5/>Knockdown</color>.\n\nWhile <color=#9F3232><Icon=IconAngry|30|30|0.5/>Berserk</color> is active, additionally inflicts <color=#487F3B><Icon=IconHitDown|30|30|0.5/>Knockdown</color>.	Gains <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color> if the previous skill inflicted <color=#487F3B><Icon=IconHitDownBlack|30|30|0.5/>Knockdown</color>. While <color=#9F3232><Icon=IconAngryBlack|30|30|0.5/>Berserk</color> is active, inflicts <color=#487F3B><Icon=IconHitDownBlack|30|30|0.5/>Knockdown</color>.	20						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon73.png	1026503	1026504	1026505		14	20	1	10261060	1	2000	2	20	10	20	14000	1	2	19				0	0
10261062	1026106	Frozen Edge	Gains {0} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color> if the previous skill inflicted <color=#487F3B><Icon=IconHitDown|30|30|0.5/>Knockdown</color>.\n\nWhile <color=#9F3232><Icon=IconAngry|30|30|0.5/>Berserk</color> is active, additionally inflicts <color=#487F3B><Icon=IconHitDown|30|30|0.5/>Knockdown</color>.	Gains <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color> if the previous skill inflicted <color=#487F3B><Icon=IconHitDownBlack|30|30|0.5/>Knockdown</color>. While <color=#9F3232><Icon=IconAngryBlack|30|30|0.5/>Berserk</color> is active, inflicts <color=#487F3B><Icon=IconHitDownBlack|30|30|0.5/>Knockdown</color>.	20						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon73.png	1026503	1026504	1026505		14	20	2	10261060	1	3000	2	40	20	20	18000	1	2	19				0	0
10261063	1026106	Frozen Edge	Gains {0} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color> if the previous skill inflicted <color=#487F3B><Icon=IconHitDown|30|30|0.5/>Knockdown</color>.\n\nWhile <color=#9F3232><Icon=IconAngry|30|30|0.5/>Berserk</color> is active, additionally inflicts <color=#487F3B><Icon=IconHitDown|30|30|0.5/>Knockdown</color>.	Gains <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color> if the previous skill inflicted <color=#487F3B><Icon=IconHitDownBlack|30|30|0.5/>Knockdown</color>. While <color=#9F3232><Icon=IconAngryBlack|30|30|0.5/>Berserk</color> is active, inflicts <color=#487F3B><Icon=IconHitDownBlack|30|30|0.5/>Knockdown</color>.	20						Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon73.png	1026503	1026504	1026505		14	20	3	10261060	1	4000	2	80	40	20	23000	1	2	19				0	0
10261071	1026107	Frigid Silence	When <color=#B96716><Icon=IconWrestle|30|30|0.5/>Initiative</color> > {0} (Current: {Attr:4}), reduces enemy's <color=#516797><Icon=IconOverClock|30|30|0.5/>Hypersequence</color> by {1}.\n\nGains {3} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color> for every {2} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color> possessed.	Reduces enemy's <color=#516797><Icon=IconOverClockBlack|30|30|0.5/>Hypersequence</color> based on <color=#B96716><Icon=IconWrestleBlack|30|30|0.5/>Initiative</color>, and gains <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color> based on current <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color>.	300	20	4	1			Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon29.png	1026506	1026507	1026508		20		1	10261070	1	2000	2	20	10	25	15000	1	2	19				0	0
10261072	1026107	Frigid Silence	When <color=#B96716><Icon=IconWrestle|30|30|0.5/>Initiative</color> > {0} (Current: {Attr:4}), reduces enemy's <color=#516797><Icon=IconOverClock|30|30|0.5/>Hypersequence</color> by {1}.\n\nGains {3} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color> for every {2} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color> possessed.	Reduces enemy's <color=#516797><Icon=IconOverClockBlack|30|30|0.5/>Hypersequence</color> based on <color=#B96716><Icon=IconWrestleBlack|30|30|0.5/>Initiative</color>, and gains <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color> based on current <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color>.	300	20	4	1			Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon29.png	1026506	1026507	1026508		20		2	10261070	1	3000	2	40	20	25	18000	1	2	19				0	0
10261073	1026107	Frigid Silence	When <color=#B96716><Icon=IconWrestle|30|30|0.5/>Initiative</color> > {0} (Current: {Attr:4}), reduces enemy's <color=#516797><Icon=IconOverClock|30|30|0.5/>Hypersequence</color> by {1}.\n\nGains {3} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color> for every {2} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color> possessed.	Reduces enemy's <color=#516797><Icon=IconOverClockBlack|30|30|0.5/>Hypersequence</color> based on <color=#B96716><Icon=IconWrestleBlack|30|30|0.5/>Initiative</color>, and gains <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color> based on current <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color>.	300	20	4	1			Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon29.png	1026506	1026507	1026508		20		3	10261070	1	4000	2	80	40	25	21000	1	2	19				0	0
10261081	1026108	Fierce Slash	While <color=#9F3232><Icon=IconAngry|30|30|0.5/>Berserk</color> is active, consumes all <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color>. DMG multiplier increases by {1} for every {0} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color> consumed.	While <color=#9F3232><Icon=IconAngryBlack|30|30|0.5/>Berserk</color> is active, consumes all <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color> and deals DMG based on the amount consumed.	1	2%					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon56.png	1026509				20		1	10261080	1	2000	2	20	10	25	12000	1	2	19				0	0
10261082	1026108	Fierce Slash	While <color=#9F3232><Icon=IconAngry|30|30|0.5/>Berserk</color> is active, consumes all <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color>. DMG multiplier increases by {1} for every {0} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color> consumed.	While <color=#9F3232><Icon=IconAngryBlack|30|30|0.5/>Berserk</color> is active, consumes all <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color> and deals DMG based on the amount consumed.	1	3%					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon56.png	1026509				20		2	10261080	1	3000	2	40	20	25	15000	1	2	19				0	0
10261083	1026108	Fierce Slash	While <color=#9F3232><Icon=IconAngry|30|30|0.5/>Berserk</color> is active, consumes all <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color>. DMG multiplier increases by {1} for every {0} <color=#9F3232><Icon=IconAnger|30|30|0.5/>Rage</color> consumed.	While <color=#9F3232><Icon=IconAngryBlack|30|30|0.5/>Berserk</color> is active, consumes all <color=#9F3232><Icon=IconAngerBlack|30|30|0.5/>Rage</color> and deals DMG based on the amount consumed.	1	4%					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon56.png	1026509				20		3	10261080	1	4000	2	80	40	25	18000	1	2	19				0	0
10261091	1026109	Mutual Ruin	Reduces both sides' <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> by {0}.\n\nGains {1} stacks of <color=#B96716><<Icon=IconCrit|30|30|0.5/>CRIT></color>.	Deals DMG, reduces both sides' <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color>, and gains <color=#B96716><<Icon=IconCritBlack|30|30|0.5/>CRIT></color>.	10	1					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon64.png	1026510				16		1	10261090	1	2000	2	20	10	20	12000	1	2					0	0
10261092	1026109	Mutual Ruin	Reduces both sides' <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> by {0}.\n\nGains {1} stacks of <color=#B96716><<Icon=IconCrit|30|30|0.5/>CRIT></color>.	Deals DMG, reduces both sides' <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color>, and gains <color=#B96716><<Icon=IconCritBlack|30|30|0.5/>CRIT></color>.	10	1					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon64.png	1026510				16		2	10261090	1	3000	2	40	20	20	15000	1	2					0	0
10261093	1026109	Mutual Ruin	Reduces both sides' <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> by {0}.\n\nGains {1} stacks of <color=#B96716><<Icon=IconCrit|30|30|0.5/>CRIT></color>.	Deals DMG, reduces both sides' <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color>, and gains <color=#B96716><<Icon=IconCritBlack|30|30|0.5/>CRIT></color>.	10	1					Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon64.png	1026510				16		3	10261090	1	4000	2	80	40	20	18000	1	2					0	0
10261101	1026110	Solemnity	When <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> > {0} (Current: {Attr:3}), consumes {1} <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> and gains {2} stacks of <color=#516797><<Icon=IconBlock|30|30|0.5/>Block></color>.	Deals DMG and gains <color=#516797><</color><Icon=IconBlockBlack|30|30|0.5/><color=#516797>Block></color> based on <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color>.	120	20	2				Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon67.png	1026511	1026512	1026513		25	18	1	10261100	1	2000	2	20	10	30	18000	1	2					0	0
10261102	1026110	Solemnity	When <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> > {0} (Current: {Attr:3}), consumes {1} <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> and gains {2} stacks of <color=#516797><<Icon=IconBlock|30|30|0.5/>Block></color>.	Deals DMG and gains <color=#516797><</color><Icon=IconBlockBlack|30|30|0.5/><color=#516797>Block></color> based on <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color>.	120	20	2				Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon67.png	1026511	1026512	1026513		25	18	2	10261100	1	3000	2	40	20	30	24000	1	2					0	0
10261103	1026110	Solemnity	When <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> > {0} (Current: {Attr:3}), consumes {1} <color=#6F4877><Icon=IconStamina|30|30|0.5/>Fighting Will</color> and gains {2} stacks of <color=#516797><<Icon=IconBlock|30|30|0.5/>Block></color>.	Deals DMG and gains <color=#516797><</color><Icon=IconBlockBlack|30|30|0.5/><color=#516797>Block></color> based on <color=#6F4877><Icon=IconStaminaBlack|30|30|0.5/>Fighting Will</color>.	120	20	2				Assets/Product/Texture/Image/UiTheatre6/UiTheatre6SkillIcon/UiTheatre6SkillIcon67.png	1026511	1026512	1026513		25	18	3	10261100	1	4000	2	80	40	30	30000	1	2					0	0
