Id	Desc	Image	Quality	LeftDesc	LeftRewardTypes[1]	LeftRewardTypes[2]	LeftRewardTypes[3]	LeftRewardTypes[4]	LeftRewardTypeIds[1]	LeftRewardTypeIds[2]	LeftRewardTypeIds[3]	LeftRewardTypeIds[4]	LeftRewardMinNums[1]	LeftRewardMinNums[2]	LeftRewardMinNums[3]	LeftRewardMinNums[4]	LeftRewardMaxNums[1]	LeftRewardMaxNums[2]	LeftRewardMaxNums[3]	LeftRewardMaxNums[4]	RightDesc	RightRewardTypes[1]	RightRewardTypes[2]	RightRewardTypes[3]	RightRewardTypes[4]	RightRewardTypeIds[1]	RightRewardTypeIds[2]	RightRewardTypeIds[3]	RightRewardTypeIds[4]	RightRewardMinNums[1]	RightRewardMinNums[2]	RightRewardMinNums[3]	RightRewardMinNums[4]	RightRewardMaxNums[1]	RightRewardMaxNums[2]	RightRewardMaxNums[3]	RightRewardMaxNums[4]	ChooseLine	LineNum	IsOutNormalPool	NeedBuffs[1]	Bg
220	The water in the plaza fountain has long since dried up, replaced by dark slime.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi13.png	1	Avoid getting slime on you	2	1	1		1	2	4		-10	13	33		-5	17	37		Carefully reach out and touch it	2	1	1		1	1	4		-13	33	13		-10	37	17						
222	A massive strange fish drifts slowly toward you on a calm river, reeking of decay.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi01.png	1	Cover your nose with a handkerchief	2	1	1		1	1	2		0	13	33			17	37		Try to scoop up the strange fish	2	1	1		1	1	3		-13	13	33		-10	17	37						
223	You gaze at your reflection in the puddle, and you think you see it smile at you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi13.png	1	Gaze at your reflection quietly	2	1	1		1	1	2		-13	33	13		-10	37	17		Close your eyes	2	1	1		1	2	3		0	13	33			17	37						
224	The glass of a museum display case suddenly shatters, revealing rare treasures that gleam with enticing light.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi08.png	1	Ignore it	2	1	1		1	3	4		0	13	33			17	37		Try to touch the item in the display case	2	1	1		1	1	4		-13	33	13		-10	37	17						
227	The pocket watch in your hand suddenly stops, then its hands begin moving backward.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi13.png	1	Stare at the reversing hands	2	1	1		1	2	4		-13	13	33		-10	17	37		Close your eyes and don't look at the watch	2	1	1		1	1	2		0	13	33			17	37						
228	A ragged beggar sits by the roadside, his hat containing only writhing insects.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi13.png	1	Ask your companion whether to help him	2	1	1		1	2	3		20	13	33		40	17	37		Drop a coin into his hat	2	1	1		1	2	4		0	13	33			17	37						
229	You quietly stare at a yellowed group photo in the window of the photography studio. All the faces in the photo are blacked out.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi10.png	1	Try to wipe the stains off the photo	2	1	1		1	2	3		-10	33	13		-5	37	17		Stop looking at the photo	2	1	1		1	3	4		0	33	13			37	17						
233	On the theater stage, the opera singer's voice seems to have some kind of hypnotic power.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi17.png	1	Listen quietly	2	1	1		1	1	3		-13	33	13		-10	37	17		Cover your ears and stop listening	2	1	1		1	3	4		20	33	13		40	37	17						
234	The theater box is empty, and programs covered in bloody handprints are scattered on the floor.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi17.png	1	Don't touch the programs	2	1	1		1	1	4		0	33	13			37	17		Pick up a program	2	1	1		1	1	3		-10	13	33		-5	17	37						
235	In the barbershop, jet-black hair like twisted limbs is scattered on the floor.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen05.png	1	Try to reach out and touch the strands	2	1	1		1	3	4		-13	13	33		-10	17	37		Turn and leave	2	1	1		1	2	4		20	13	33		40	17	37						
236	The baker takes the freshly baked bread out of the oven, but all of it has turned into charred, twisted, monstrous shapes.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen06.png	1	Ignore it	2	1	1		1	2	4		-10	13	33		-5	17	37		Examine carefully	2	1	1		1	2	3		-13	33	13		-10	37	17						
237	You've lost your way in the Mist-filled streets. Suddenly, a lighthouse that cannot possibly exist appears before you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	1	Walk toward the lighthouse	2	1	1		1	1	2		-13	33	13		-10	37	17		Close your eyes	2	1	1		1	2	3		0	13	33			17	37						
238	The sheriff hands you an autopsy report, which shows that the deceased's internal organs have all been devoured by rats.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen01.png	1	Study the report	2	1	1		1	2	3		-10	33	13		-5	37	17		Examine the body	2	1	1		1	1	2		-13	13	33		-10	17	37						
239	Numerous bizarrely-shaped statues are faintly visible inside an old dried-up well in the suburbs.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi03.png	1	Try to salvage the statues	2	1	1		1	3	4		-13	13	33		-10	17	37		Raise a lantern to investigate the bottom of the well	2	1	1		1	1	4		-10	33	13		-5	37	17						
241	A skeletal stray dog suddenly bursts out from the Mist, its deep growling seemingly mimicking human speech.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	1	Drive it away	7				1000				1								Back away cautiously	2	1	1		1	1	3		0	33	13			37	17						
242	In the police station's archive room, strange black gas emerges from the mountainous pile of old case files.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi10.png	1	Lock the archive room	2	1	1		1	1	4		-13	33	13		-10	37	17		Raise your gun and stay alert	7				1000				1												
243	In your shadow on the ground, a hand that doesn't exist appears along the edge of your neck, slowly closing in on you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi13.png	1	Raise your gun and stay alert	7				1000				1								Raise a lantern to dispel the shadow	2	1	1		1	1	3		20	13	33		40	17	37						
244	At the auction, the featured lot is a bizarre animal specimen, its species unidentifiable.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi10.png	1	Buy it at a high price	2	1	1		1	3	4		0	13	33			17	37		Step forward and smash the jar with the specimen	7				1000				1												
245	The printing press at the newspaper suddenly malfunctions. Every newspaper it prints bears only a single line of unintelligible text, and it resembles an evil incantation.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi10.png	1	Turn off the machine	7				1000				1								Forcibly cut off the power	2	1	1		1	1	4		20	33	13		40	37	17						
246	At the fortune-telling stall on the street, every tarot card displays strange dark patterns.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen05.png	1	Look at the cards closely	2	1	1		1	3	4		-13	33	13		-10	37	17		Defend against the fortune teller's sudden attack	7				1000				1												
247	While he is trying to dig up a grave to steal its burial goods, the gravekeeper on night patrol suddenly falls into madness.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	1	Control his madness	7				1000				1								Fill the open grave	2	1	1		1	2	3		20	13	33		40	17	37						
248	A strange, pitch-black bird perches on your windowsill, pecking relentlessly at the glass with its sharp beak.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi08.png	1	Close the curtains	2	1	1		1	2	3		20	13	33		40	17	37		Try to drive away the bird	7				1000				1												
249	In the cold night, the frost on the bedroom window slowly forms into barely legible text.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	1	Smash the glass to see what's outside	7				1000				1								Trace the pattern in your notebook	2	1	1		1	2	4		0	33	13			37	17						
1001	<color=#CDA05A>[Tale Progress]]</color>\nEven under the cover of night, moving through the city as a group of "Aberrations" is still extremely dangerous.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi14.png	5	Continue																	Continue																	10	1	1		
1002	<color=#CDA05A>[Tale Progress]]</color>\nJust then, the faint sound of a carriage drifts in from a distant street corner.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	10	2	1		
1003	<color=#E74354>[Tale Choice]</color>\nThe coachman's face is hidden beneath the canopy's shadow. Without a word, he gestures for you to get in.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen05.png	5	Shake your head and refuse	4	2	1	1	10001	1	1	2	1	20	24	20		40	24	20	Board the carriage	4	2	1	1	10002	1	3	4	1	-15	34	30		-10	34	30	10	3	1		
1005	<color=#CDA05A>[Tale Progress]]</color>\nYour footsteps echo through the street. In the dark, it's hard to tell where you are going, and it feels as though you have been walking the same path over and over.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi13.png	5	Continue																	Continue																	11	1	1	10001	
1006	<color=#E74354>[Tale Choice]</color>\nFarther down the street, you see the same carriage again.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Remain silent	4	2	1	1	10003	1	1	3	1	-10	33	27		-5	33	27	Inquire	4	2	1	1	10003	1	3	2	1	-15	35	29		-10	35	29	11	2	1		
1007	<color=#CDA05A>[Tale Progress]]</color>\nYou accept this timely "kindness," board the carriage, and deliberately tuck yourself into the deepest corner of the cabin.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	12	1	1	10002	
1009	<color=#E74354>[Tale Choice]</color>\nSitting in the cramped carriage, you slowly begin to feel a nagging sense of unease.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Maybe it's just your imagination	4	2	1	1	10004	1	1	4	1	-10	31	29		-5	31	29	Lift the curtain and look outside	4	2	1	1	10004	1	2	1	1	-15	33	31		-10	33	31	12	2	1		
1012	<color=#E74354>[Tale Choice]</color>\nIn the faint moonlight, you see his head twitch strangely. Then it jerks again, even harder than before.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen05.png	5	Retreat into the darkness	2	1	1		1	2	4		-10	31	25		-5	31	25		Tighten your grip on the gun and aim at him	2	1	1		1	4	1		0	35	29		0	35	29		13	1	1	10003	
1015	<color=#E74354>[Tale Choice]</color>\nFinally, his head twists around and faces you. That strange smile is still there.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen05.png	5	Dodge on instinct	2	1	1		1	2	3		-10	32	28		-5	32	28		Face the abomination	2	1	1		1	3	1		-13	30	26		-10	30	26		14	1	1	10004	
1016	<color=#CDA05A>[Tale Progress]]</color>\nA foul smell rises from the coachman, thick with the stench of blood and flesh, mixed with the cold stink of sewage.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitheror03.png	5	Continue																	Continue																	15	1	1		
1018	<color=#E74354>[Tale Choice]</color>\nCountless tentacles extend from his neck, and at their ends hangs his swaying head, still wearing a smile.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen05.png	5	Disengage and leave quickly	2	5			1	2001			20	1			40	1			Aim at the figure	7				3001				1								15	2	1		
1100	<color=#CDA05A>[Tale Progress]]</color>\nChurning clouds swallow the waning moon. The street ahead blurs, and only your footsteps echo through the road.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi13.png	5	Continue																	Continue																	20	1	1		
1101	<color=#E74354>[Tale Choice]</color>\nFog rolls in, and a familiar voice calls your name again and again from within it.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi13.png	5	Ignore	2	1	1		1	1	2		0	20	19			28	28		Look back	2	1	1		1	3	4		-10	20	23		-5	30	34		20	2	1		
1102	<color=#CDA05A>[Tale Progress]]</color>\nThe voice in the fog grows louder, but nothing stands where it should be. It may be nothing but a ghost.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi13.png	5	Continue																	Continue																	20	3	1		
1103	<color=#E74354>[Tale Choice]</color>\nNo matter which way you go, the voice is everywhere. Now it only repeats, "You will die."	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi13.png	5	Stay silent	4	2	1	1	10001	1	1	3	1	0	12	27			40	40	Respond	4	2	1	1	10002	1	2	4	1	-10	12	30		-5	19	45	20	4	1		
1104	<color=#CDA05A>[Tale Progress]]</color>\nThe temperature drops bit by bit, and the cold sinks deep into your bones.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi13.png	5	Continue																	Continue																	21	1	1	10001	
1105	<color=#CDA05A>[Tale Progress]]</color>\nThe air around you feels as if it is slowly freezing.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi13.png	5	Continue																	Continue																	21	2	1		
1106	<color=#CDA05A>[Tale Progress]]</color>\nSomething unseen seems to be drawing closer.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi13.png	5	Continue																	Continue																	21	3	1		
1107	<color=#E74354>[Tale Choice]</color>\nA strange mass of shadow appears before you, hovering close enough to touch and giving off a cold, bloody smell.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Raise the gas lamp toward the shadow	2	1	1		1	1	4		20	12	14		40	21	21		Reach out carefully	2	1	1		1	2	3		-13	24	22		-10	37	33		21	4	1		
1108	<color=#CDA05A>[Tale Progress]]</color>\nYou keep walking, but the air around you keeps growing colder.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	22	1	1	10002	
1109	<color=#CDA05A>[Tale Progress]]</color>\nBone-piercing cold wraps around you, seeping slowly into your body.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	22	2	1		
1110	<color=#CDA05A>[Tale Progress]]</color>\nShadows spread before you like ink dissolving in water, blurring your sight.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Continue																	Continue																	22	3	1		
1111	<color=#E74354>[Tale Choice]</color>\nThe shadow twists into the shape of a person, though extra limbs seem to grow from its body.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Fire at the shadows	7				3002				1								Hide in the street-corner shadows	2	1	1		1	2	1		-10	15	24		-5	22	37		22	4	1		
1112	<color=#CDA05A>[Tale Progress]]</color>\nThe "human" made of shadows finally collapses, melting into a thick pool of black water with a choking smell.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgRen08.png	5	Continue																	Continue																	23	1	1		
1113	<color=#CDA05A>[Tale Progress]]</color>\nThe black water churns and burns until a rectangular stone shape rises from it. It looks like a tombstone.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Continue																	Continue																	23	2	1		
1114	<color=#E74354>[Tale Choice]</color>\nBy the gas lamp at the street corner, you make out the name on the "tombstone." It is yours.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi18.png	5	Turn away and reject the illusion	2	1	1		1	3	4		20	22	20		40	31	31		Dig up the grave and inspect it	2	5			1	2003			-13	1			-10				23	3	1		
1120	<color=#CDA05A>[Tale Progress]]</color>\nSomething cold begins to creep up your ankle.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	24	1	1		
1121	<color=#CDA05A>[Tale Progress]]</color>\nYou look down and see slick tentacles stretching out from the fog, slowly reaching for you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Continue																	Continue																	24	2	1		
1122	<color=#E74354>[Tale Choice]</color>\nPain stings where the monster's tentacles touch your skin, and a strange dizziness clouds your mind.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi15.png	5	Struggle free from the tentacles	2	1	1		1	2	4		-10	24	24		-5	36	36		Let the dizziness and tentacles take hold	2	1	1		1	1	3		-13	12	18		-10	19	27		24	3	1		
1130	<color=#E74354>[Tale Choice]</color>\nA cold feeling follows you through the corridor, as if unseen eyes are always watching from behind.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	5	Stare back	2	1	1		1	2	3		-13	16	31		-10	46	46		Do nothing	2	1	1		1	1	4		0	12	19			18	28		25	1	1		
1131	<color=#E74354>[Tale Choice]</color>\nAt the end of the corridor, a door opens on its own, its rusted hinges shrieking.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	5	Approach and investigate	2	1	1		1	1	3		-13	20	20		-10	30	30		Ignore.	2	1	1		1	2	4		0	18	21			27	32		25	2	1		
1200	<color=#CDA05A>[Tale Progress]]</color>\nDark clouds cover the moon, leaving the midnight sky heavy and lightless.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi01.png	5	Continue																	Continue																	26	1	1		
1201	<color=#E74354>[Tale Choice]</color>\nA few gas lamps are the only light along the long street.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi16.png	5	Continue Onward	4	2	1	1	10001	1	3	4	1	0	16	24			36	36	Watch your step carefully	4	2	1	1	10002	1	1	2	1	0	14	25			21	38	26	2	1		
1202	<color=#CDA05A>[Tale Progress]]</color>\nYou walk down the long street, dim light stretching your shadow out behind you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi16.png	5	Continue																	Continue																	27	1	1	10001	
1203	<color=#CDA05A>[Tale Progress]]</color>\nThe street is so quiet that every footstep on the stone road sounds clear.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi16.png	5	Continue																	Continue																	27	2	1		
1204	<color=#CDA05A>[Tale Progress]]</color>\nWith each step you take, another gas lamp goes out behind you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi16.png	5	Continue																	Continue																	27	3	1		
1205	<color=#E74354>[Tale Choice]</color>\nIn the dark, countless tiny red lights blink into view, pulsing in a steady rhythm.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi16.png	5	Take out the lantern	2	1	1		1	1	4		0	22	17			26	26		Let your eyes adjust to the dark	2	1	1		1	1	3		-10	17	26		-5	26	39		27	4	1		
1206	<color=#CDA05A>[Tale Progress]]</color>\nWhen the last lamp goes out, the street falls into complete darkness.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi16.png	5	Continue																	Continue																	28	1	1	10002	
1207	<color=#CDA05A>[Tale Progress]]</color>\nYou wait until your eyes adjust to the thick darkness around you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi16.png	5	Continue																	Continue																	28	2	1		
1208	<color=#CDA05A>[Tale Progress]]</color>\nFaint noises begin to stir, the sounds of some strange animal.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi16.png	5	Continue																	Continue																	28	3	1		
1209	<color=#E74354>[Tale Choice]</color>\nThen countless tiny red lights appear in the dark, blinking in a steady rhythm.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi16.png	5	Take out the lantern	2	1	1		1	2	3		0	23	16			25	25		Let your eyes adjust to the dark	2	1	1		1	1	4		-10	15	28		-5	22	42		28	4	1		
1210	<color=#CDA05A>[Tale Progress]]</color>\nAt last, you realize where the red lights are coming from.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi16.png	5	Continue																	Continue																	29	1	1		
1211	<color=#E74354>[Tale Choice]</color>\nCountless rat eyes are staring straight at you.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi16.png	5	Watch them quietly	4	2	1	1	10001	1	2	1	1	-15	15	32		-10	48	48	Ignore it	4	2	1	1	10002	1	3	4	1	-10	18	24		-5	27	37	29	2	1		
1212	<color=#CDA05A>[Tale Progress]]</color>\nThe bloated rats drag themselves along the silent street.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi16.png	5	Continue																	Continue																	30	1	1	10001	
1213	<color=#CDA05A>[Tale Progress]]</color>\nYou watch the strange rats in confusion, but they pay you no attention.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi16.png	5	Continue																	Continue																	30	2	1		
1214	<color=#E74354>[Tale Choice]</color>\nThey simply form a head-to-tail line and crawl slowly toward somewhere unknown.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi16.png	5	Drive them away	2	1	1		1	1	2		20	24	18		40	27	27		Step closer and inspect them	2	1	1		1	2	4		-13	17	29		-10	26	44		30	3	1		
1215	<color=#CDA05A>[Tale Progress]]</color>\nAt your dismissive gesture, the rats scatter without a sound and vanish into the dark street.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi16.png	5	Continue																	Continue																	31	1	1	10002	
1216	<color=#CDA05A>[Tale Progress]]</color>\nA moment later, they crawl back out and fall back into the same formation.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi16.png	5	Continue																	Continue																	31	2	1		
1217	<color=#E74354>[Tale Choice]</color>\nThe long line of rats keeps moving at the same pace toward the house at the end of the street.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi16.png	5	Investigate up close	2	1	1		1	1	3		-13	20	26		-10	39	39		Watch quietly from a distance	2	1	1		1	3	4		-10	21	21		-5	32	32		31	3	1		
1218	<color=#CDA05A>[Tale Progress]]</color>\nYou do not disturb the marching rats. Instead, you follow carefully behind them.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi16.png	5	Continue																	Continue																	32	1	1		
1219	<color=#CDA05A>[Tale Progress]]</color>\nThey march in perfect order down the silent street, heading for a house at the far end.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi16.png	5	Continue																	Continue																	32	2	1		
1220	<color=#E74354>[Tale Choice]</color>\nThe front door is shut tight, but rats file one by one through a broken pane in the tall window.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi06.png	5	Observe from a distance	2	1	1		1	3	2		-10	13	29		-5	44	44		Try to pry the door open	2	1	1		1	4	1		-13	28	19		-10	43	28		32	3	1		
1230	<color=#CDA05A>[Tale Progress]]</color>\nAt the far end of the once-empty corridor, a door you have never seen before appears, emanating faint candlelight.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	5	Continue																	Continue																	33	1	1		
1231	<color=#CDA05A>[Tale Progress]]</color>\nOn the door, you see a pair of slender bloody handprints. They seem to belong to someone you know.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	5	Continue																	Continue																	33	2	1		
1232	<color=#E74354>[Tale Choice]</color>\nA heavy smell of blood seeps through the crack of the closed door.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	5	Break the lock	2	1	1		1	1	2		-13	17	29		-10	44	44		Look for another way through	2	1	1		1	4	3		0	23	16			34	25		33	3	1		
1300	<color=#CDA05A>[Tale Progress]]</color>\nStrange sounds echo through the empty banquet hall, like mindless chanting mixed with an unnatural wind.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi11.png	5	Continue																	Continue																	34	1	1		
1301	<color=#CDA05A>[Tale Progress]]</color>\nYou look around, but aside from the empty hall, nothing seems out of place.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi11.png	5	Continue																	Continue																	34	2	1		
1302	<color=#E74354>[Tale Choice]</color>\n"Help me... Help me..." The monotonous, hoarse voices repeat again and again in your ears.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi11.png	5	Cover your ears	2	1	1		1	3	1		20	11	16		40	25	25		Stay calm and listen closely	2	1	1		1	4	2		-13	24	22		-10	37	33		34	3	1		
1303	<color=#CDA05A>[Tale Progress]]</color>\nA cold wind slips through the doorway and snuffs out the flickering candles.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	5	Continue																	Continue																	34	4	1		
1304	<color=#CDA05A>[Tale Progress]]</color>\nThe sound grows louder and clearer, and you know for certain it is not the wind.	Assets/Product/Texture/Image/UiTheatre6/UiTheatre6RoomEitherorBgDi/UiTheatre6RoomEitherorBgDi05.png	5	Continue																	Continue																	34	5	1		
